id,event_type,route,port_id,severity,description,event_date,source
1082,freight_anomaly,Mozambique-Paradip,8,High,[Chennai / Mozambique-Paradip] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2026-01-11,Clarksons Intelligence
1083,port_congestion,Australia-Dhamra,28,Medium,[Singapore / Australia-Dhamra] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-05-17,Terminal Operations Log
1084,port_congestion,India-Haldia,32,Medium,[Shanghai (Qingdao) / India-Haldia] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2022-07-04,Terminal Operations Log
1085,weather,Australia-Haldia,30,Low,[Colombo / Australia-Haldia] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2023-06-16,India Meteorological Department (IMD)
1086,port_congestion,Australia-Gopalpur,7,High,[Kolkata / Australia-Gopalpur] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2023-12-05,AIS Congestion Tracker
1087,freight_anomaly,USA-Visakhapatnam,13,Medium,[Nhava Sheva (JNPT) / USA-Visakhapatnam] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2025-04-11,FreightIQ Anomaly Engine
1088,port_congestion,Australia-Dhamra,17,High,[Newcastle / Australia-Dhamra] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2021-12-26,Terminal Operations Log
1089,freight_anomaly,India-Haldia,1,Low,[Paradip / India-Haldia] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2022-06-19,FreightIQ Anomaly Engine
1090,port_congestion,Russia-Visakhapatnam,14,Medium,[Cochin / Russia-Visakhapatnam] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2022-12-27,AIS Congestion Tracker
1091,freight_anomaly,USA-Visakhapatnam,11,Medium,[Mundra / USA-Visakhapatnam] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2025-10-03,Baltic Exchange Market Monitor
1092,freight_anomaly,Australia-Paradip,30,Medium,[Colombo / Australia-Paradip] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-10-28,Clarksons Intelligence
1093,geopolitical,Russia-Visakhapatnam,18,Medium,[Port Hedland / Russia-Visakhapatnam] Canal transit quota reduction increasing reservation auction premiums.,2024-10-04,Maritime Security Advisory
1094,geopolitical,Russia-Visakhapatnam,22,High,[Norfolk (Hampton Roads) / Russia-Visakhapatnam] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2024-06-27,Maritime Security Advisory
1095,freight_anomaly,Mozambique-Visakhapatnam,16,Low,[Gladstone / Mozambique-Visakhapatnam] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2021-08-14,Clarksons Intelligence
1096,port_congestion,India-Chennai,13,Medium,[Nhava Sheva (JNPT) / India-Chennai] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2025-10-01,AIS Congestion Tracker
1097,freight_anomaly,Indonesia-Haldia,8,Low,[Chennai / Indonesia-Haldia] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2024-04-14,Baltic Exchange Market Monitor
1098,port_congestion,India-Chennai,29,Low,[Port Klang / India-Chennai] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2024-08-29,AIS Congestion Tracker
1099,freight_anomaly,Mozambique-Gangavaram,28,Low,[Singapore / Mozambique-Gangavaram] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2023-08-06,FreightIQ Anomaly Engine
1100,freight_anomaly,India-Haldia,5,Low,[Gopalpur / India-Haldia] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2025-01-23,Clarksons Intelligence
1101,geopolitical,Indonesia-Dhamra,18,Medium,[Port Hedland / Indonesia-Dhamra] Export tariff modification announced by major coal-producing authority.,2021-06-23,Lloyd's List Intelligence
1102,geopolitical,Australia-Gangavaram,7,High,[Kolkata / Australia-Gangavaram] Canal transit quota reduction increasing reservation auction premiums.,2025-08-08,Lloyd's List Intelligence
1103,weather,Australia-Visakhapatnam,28,High,[Singapore / Australia-Visakhapatnam] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2025-02-09,Marine Weather Routing Service
1104,port_congestion,Australia-Dhamra,31,Low,[Rotterdam / Australia-Dhamra] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2023-10-11,Port Authority Circular
1105,port_congestion,India-Haldia,14,High,[Cochin / India-Haldia] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2023-05-28,Port Authority Circular
1106,weather,Indonesia-Visakhapatnam,5,Medium,[Gopalpur / Indonesia-Visakhapatnam] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2023-01-02,JTWC Cyclone Warning
1107,port_congestion,Australia-Visakhapatnam,20,High,[Tanjung Priok / Australia-Visakhapatnam] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2022-08-02,Port Authority Circular
1108,weather,Indonesia-Dhamra,11,Low,[Mundra / Indonesia-Dhamra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2021-07-20,JTWC Cyclone Warning
1109,port_congestion,Indonesia-Gangavaram,20,High,[Tanjung Priok / Indonesia-Gangavaram] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2022-09-12,AIS Congestion Tracker
1110,freight_anomaly,Russia-Visakhapatnam,13,Medium,[Nhava Sheva (JNPT) / Russia-Visakhapatnam] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2023-06-14,Clarksons Intelligence
1111,port_congestion,USA-Mundra,22,Low,[Norfolk (Hampton Roads) / USA-Mundra] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2024-04-13,Terminal Operations Log
1112,port_congestion,USA-Paradip,8,High,[Chennai / USA-Paradip] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2021-07-15,Terminal Operations Log
1113,weather,Australia-Paradip,27,High,[Vanino / Australia-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-05-21,Marine Weather Routing Service
1114,port_congestion,Mozambique-Paradip,2,Low,[Visakhapatnam / Mozambique-Paradip] Berth queue exceeding 12 vessels; average waiting time rose to 78 hours.,2021-04-19,AIS Congestion Tracker
1115,port_congestion,USA-Mundra,2,Low,[Visakhapatnam / USA-Mundra] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2024-03-20,Port Authority Circular
1116,geopolitical,Indonesia-Dhamra,6,Medium,[Haldia / Indonesia-Dhamra] Red Sea security advisory prompting operators to route via Cape of Good Hope (+14 days).,2021-11-11,Ministry Trade Notice
1117,geopolitical,Australia-Visakhapatnam,15,Low,[Hay Point / Australia-Visakhapatnam] Export tariff modification announced by major coal-producing authority.,2023-10-09,Lloyd's List Intelligence
1118,weather,Australia-Dhamra,22,Medium,[Norfolk (Hampton Roads) / Australia-Dhamra] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2024-01-28,India Meteorological Department (IMD)
1119,geopolitical,Australia-Paradip,11,Low,[Mundra / Australia-Paradip] Sanction compliance verification tightening on Far East coal flows.,2022-10-28,Ministry Trade Notice
1120,weather,Russia-Visakhapatnam,4,Low,[Dhamra / Russia-Visakhapatnam] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-05-03,JTWC Cyclone Warning
1121,freight_anomaly,USA-Gangavaram,17,Low,[Newcastle / USA-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2022-06-18,Baltic Exchange Market Monitor
1122,weather,Australia-Gopalpur,9,High,[Kamarajar (Ennore) / Australia-Gopalpur] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2025-04-14,Marine Weather Routing Service
1123,port_congestion,Australia-Gopalpur,20,Medium,[Tanjung Priok / Australia-Gopalpur] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2025-04-08,Port Authority Circular
1124,port_congestion,Indonesia-Mundra,23,Low,[Baltimore / Indonesia-Mundra] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2025-07-01,Port Authority Circular
1125,weather,Mozambique-Gangavaram,6,Medium,[Haldia / Mozambique-Gangavaram] Dense fog conditions restricting channel navigation to daylight hours only.,2024-04-02,JTWC Cyclone Warning
1126,weather,India-Chennai,6,Low,[Haldia / India-Chennai] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-03-13,Marine Weather Routing Service
1127,freight_anomaly,Indonesia-Gangavaram,7,Medium,[Kolkata / Indonesia-Gangavaram] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2023-11-26,Baltic Exchange Market Monitor
1128,port_congestion,Australia-Paradip,11,Medium,[Mundra / Australia-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2021-07-03,Terminal Operations Log
1129,geopolitical,Indonesia-Paradip,25,Medium,[Beira / Indonesia-Paradip] Sanction compliance verification tightening on Far East coal flows.,2025-06-14,Ministry Trade Notice
1130,port_congestion,Mozambique-Visakhapatnam,3,High,[Gangavaram / Mozambique-Visakhapatnam] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2021-12-06,AIS Congestion Tracker
1131,port_congestion,Australia-Haldia,22,Low,[Norfolk (Hampton Roads) / Australia-Haldia] High yard inventory utilization (>92%) slowing down discharge rates.,2022-11-02,Terminal Operations Log
1132,port_congestion,Australia-Visakhapatnam,11,Medium,[Mundra / Australia-Visakhapatnam] Mechanized coal conveyor breakdown causing delayed discharge at mechanized berths.,2025-03-21,Terminal Operations Log
1133,freight_anomaly,India-Haldia,17,Medium,[Newcastle / India-Haldia] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2025-04-24,Baltic Exchange Market Monitor
1134,freight_anomaly,Australia-Gopalpur,6,Medium,[Haldia / Australia-Gopalpur] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2026-01-10,Clarksons Intelligence
1135,geopolitical,Australia-Visakhapatnam,19,Low,[Balikpapan / Australia-Visakhapatnam] Canal transit quota reduction increasing reservation auction premiums.,2025-02-15,Ministry Trade Notice
1136,freight_anomaly,Australia-Haldia,12,Low,[Kandla (Deendayal) / Australia-Haldia] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2025-11-04,Clarksons Intelligence
1137,freight_anomaly,USA-Visakhapatnam,32,Low,[Shanghai (Qingdao) / USA-Visakhapatnam] Panamax Atlantic round voyage rates collapsed -12% on low grain demand.,2025-12-22,FreightIQ Anomaly Engine
1138,port_congestion,USA-Gangavaram,20,Low,[Tanjung Priok / USA-Gangavaram] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-02-05,Terminal Operations Log
1139,freight_anomaly,Mozambique-Gangavaram,10,Low,[Tuticorin (V.O.C.) / Mozambique-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2022-12-01,Clarksons Intelligence
1140,geopolitical,Russia-Visakhapatnam,22,Medium,[Norfolk (Hampton Roads) / Russia-Visakhapatnam] Export tariff modification announced by major coal-producing authority.,2021-01-06,Ministry Trade Notice
1141,weather,Mozambique-Paradip,18,Low,[Port Hedland / Mozambique-Paradip] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2021-12-21,India Meteorological Department (IMD)
1142,freight_anomaly,Mozambique-Gangavaram,26,Medium,[Vostochny / Mozambique-Gangavaram] BDI index surged 250 points following unexpected chartering volume for Queensland coal.,2021-09-25,FreightIQ Anomaly Engine
1143,freight_anomaly,Australia-Mundra,18,Low,[Port Hedland / Australia-Mundra] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2023-02-24,Clarksons Intelligence
1144,port_congestion,Australia-Gopalpur,1,High,[Paradip / Australia-Gopalpur] High yard inventory utilization (>92%) slowing down discharge rates.,2025-10-23,Port Authority Circular
1145,weather,Indonesia-Dhamra,28,Medium,[Singapore / Indonesia-Dhamra] Dense fog conditions restricting channel navigation to daylight hours only.,2021-01-17,India Meteorological Department (IMD)
1146,port_congestion,Mozambique-Paradip,1,Low,[Paradip / Mozambique-Paradip] High yard inventory utilization (>92%) slowing down discharge rates.,2023-06-23,Port Authority Circular
1147,port_congestion,Mozambique-Visakhapatnam,4,Medium,[Dhamra / Mozambique-Visakhapatnam] High yard inventory utilization (>92%) slowing down discharge rates.,2025-06-30,Port Authority Circular
1148,freight_anomaly,USA-Gangavaram,1,Medium,[Paradip / USA-Gangavaram] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2024-01-30,FreightIQ Anomaly Engine
1149,weather,Mozambique-Visakhapatnam,13,Low,[Nhava Sheva (JNPT) / Mozambique-Visakhapatnam] Heavy monsoon swell (>4.2m) preventing safe pilot boarding at outer anchorage.,2023-02-17,JTWC Cyclone Warning
1150,port_congestion,USA-Paradip,1,Medium,[Paradip / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2022-12-21,AIS Congestion Tracker
1151,port_congestion,USA-Paradip,31,Medium,[Rotterdam / USA-Paradip] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2024-03-07,Terminal Operations Log
1152,port_congestion,Mozambique-Visakhapatnam,18,Medium,[Port Hedland / Mozambique-Visakhapatnam] Tidal window restrictions combined with dredging operations causing vessel hold-ups.,2023-12-20,Terminal Operations Log
1153,weather,Indonesia-Visakhapatnam,18,Low,[Port Hedland / Indonesia-Visakhapatnam] Dense fog conditions restricting channel navigation to daylight hours only.,2021-10-06,India Meteorological Department (IMD)
1154,freight_anomaly,Australia-Paradip,23,Medium,[Baltimore / Australia-Paradip] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2021-07-23,FreightIQ Anomaly Engine
1155,weather,Australia-Gopalpur,9,High,[Kamarajar (Ennore) / Australia-Gopalpur] Tropical Cyclone alert issued for Bay of Bengal; port operations suspended for 48 hours.,2023-07-20,India Meteorological Department (IMD)
1156,freight_anomaly,Indonesia-Mundra,22,Low,[Norfolk (Hampton Roads) / Indonesia-Mundra] Sudden freight spike (+18% DoD) driven by tightening Capesize tonnage in Pacific basin.,2023-05-25,FreightIQ Anomaly Engine
1157,weather,USA-Paradip,17,High,[Newcastle / USA-Paradip] Dense fog conditions restricting channel navigation to daylight hours only.,2023-09-27,Marine Weather Routing Service
1158,freight_anomaly,India-Haldia,27,Low,[Vanino / India-Haldia] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2025-01-28,Baltic Exchange Market Monitor
1159,freight_anomaly,Mozambique-Paradip,30,Low,[Colombo / Mozambique-Paradip] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2024-06-25,FreightIQ Anomaly Engine
1160,freight_anomaly,USA-Visakhapatnam,25,Low,[Beira / USA-Visakhapatnam] Bunker fuel price volatility exceeds 90th percentile following crude market rally.,2023-12-13,Clarksons Intelligence
1161,weather,Indonesia-Visakhapatnam,11,High,[Mundra / Indonesia-Visakhapatnam] Typhoon warning in South China Sea requiring southern deviation for westbound bulkers.,2023-06-10,JTWC Cyclone Warning
